,iso_code,continent,location,Date ,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand,positive_rate,people_vaccinated,population,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy
48653,MEX,North America,Mexico,2021-04-01,41.735,3.521,0.07,0.208,,128.932753,66.444,29.3,17336.469,1.38,75.05
48652,MEX,North America,Mexico,2021-03-31,46.357,4.475,0.156,0.205,6905214.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48651,MEX,North America,Mexico,2021-03-30,39.3,6.213,0.172,0.207,,128.932753,66.444,29.3,17336.469,1.38,75.05
48650,MEX,North America,Mexico,2021-03-29,10.028,1.621,0.181,0.21,6167510.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48649,MEX,North America,Mexico,2021-03-28,12.766,1.505,0.04,0.213,,128.932753,66.444,29.3,17336.469,1.38,75.05
48648,MEX,North America,Mexico,2021-03-27,39.238,4.398,0.079,0.214,5901505.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48647,MEX,North America,Mexico,2021-03-26,41.13,5.049,0.163,0.217,5675286.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48646,MEX,North America,Mexico,2021-03-25,44.884,4.529,0.174,0.219,5460096.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48645,MEX,North America,Mexico,2021-03-24,44.318,4.491,0.171,0.221,5351319.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48644,MEX,North America,Mexico,2021-03-23,45.613,6.275,0.185,0.224,,128.932753,66.444,29.3,17336.469,1.38,75.05
48643,MEX,North America,Mexico,2021-03-22,10.765,1.574,0.193,0.232,5046896.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48642,MEX,North America,Mexico,2021-03-21,16.544,1.621,0.041,0.235,4895523.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48641,MEX,North America,Mexico,2021-03-20,44.434,4.716,0.076,0.236,4763347.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48640,MEX,North America,Mexico,2021-03-19,44.38,4.754,0.176,0.237,,128.932753,66.444,29.3,17336.469,1.38,75.05
48639,MEX,North America,Mexico,2021-03-18,52.167,5.414,0.177,0.238,4300720.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48638,MEX,North America,Mexico,2021-03-17,50.065,6.119,0.182,0.241,4110741.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48637,MEX,North America,Mexico,2021-03-16,9.912,1.357,0.204,0.242,,128.932753,66.444,29.3,17336.469,1.38,75.05
48636,MEX,North America,Mexico,2021-03-15,11.161,1.815,0.054,0.239,3794719.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48635,MEX,North America,Mexico,2021-03-14,18.731,1.706,0.038,0.24,3730045.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48634,MEX,North America,Mexico,2021-03-13,47.343,4.956,0.081,0.243,3604420.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48633,MEX,North America,Mexico,2021-03-12,52.865,5.421,0.182,0.244,3395671.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48632,MEX,North America,Mexico,2021-03-11,50.173,5.127,0.18,0.247,,128.932753,66.444,29.3,17336.469,1.38,75.05
48631,MEX,North America,Mexico,2021-03-10,51.205,5.445,0.184,0.25,2882000.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48630,MEX,North America,Mexico,2021-03-09,57.449,6.717,0.189,0.253,2495067.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48629,MEX,North America,Mexico,2021-03-08,14.558,2.474,0.207,0.254,2245291.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48628,MEX,North America,Mexico,2021-03-07,21.205,1.916,0.04,0.258,,128.932753,66.444,29.3,17336.469,1.38,75.05
48627,MEX,North America,Mexico,2021-03-06,50.887,6.042,0.085,0.258,2162358.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48626,MEX,North America,Mexico,2021-03-05,52.717,5.522,0.2,0.259,2128766.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48625,MEX,North America,Mexico,2021-03-04,58.333,6.375,0.193,0.261,,128.932753,66.444,29.3,17336.469,1.38,75.05
48624,MEX,North America,Mexico,2021-03-03,60.442,6.647,0.205,0.26,2043941.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48623,MEX,North America,Mexico,2021-03-02,61.373,8.027,0.213,0.26,2012853.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48622,MEX,North America,Mexico,2021-03-01,18.172,3.389,0.238,0.26,1959525.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48621,MEX,North America,Mexico,2021-02-28,21.794,3.552,0.042,0.259,1889672.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48620,MEX,North America,Mexico,2021-02-27,56.2,6.073,0.093,0.258,1818034.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48619,MEX,North America,Mexico,2021-02-26,58.263,6.065,0.218,0.258,1708721.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48618,MEX,North America,Mexico,2021-02-25,65.631,6.802,0.211,0.259,1562401.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48617,MEX,North America,Mexico,2021-02-24,67.027,7.803,0.215,0.262,1425395.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48616,MEX,North America,Mexico,2021-02-23,66.965,9.873,0.226,0.266,1336854.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48615,MEX,North America,Mexico,2021-02-22,17.466,3.327,0.244,0.27,1277187.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48614,MEX,North America,Mexico,2021-02-21,24.075,2.404,0.043,0.272,1236103.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48613,MEX,North America,Mexico,2021-02-20,60.38,6.453,0.09,0.273,1210886.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48612,MEX,North America,Mexico,2021-02-19,60.722,6.647,0.208,0.273,1155227.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48611,MEX,North America,Mexico,2021-02-18,70.572,8.121,0.207,0.273,,128.932753,66.444,29.3,17336.469,1.38,75.05
48610,MEX,North America,Mexico,2021-02-17,69.711,8.338,0.204,0.273,958473.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48609,MEX,North America,Mexico,2021-02-16,67.345,10.308,0.216,0.273,829185.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48608,MEX,North America,Mexico,2021-02-15,24.028,3.49,0.231,0.273,663484.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48607,MEX,North America,Mexico,2021-02-14,31.792,3.382,0.039,0.281,,128.932753,66.444,29.3,17336.469,1.38,75.05
48606,MEX,North America,Mexico,2021-02-13,75.551,9.416,0.107,0.283,640125.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48605,MEX,North America,Mexico,2021-02-12,80.569,10.261,0.238,0.285,640115.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48604,MEX,North America,Mexico,2021-02-11,82.811,11.432,0.233,0.291,640115.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48603,MEX,North America,Mexico,2021-02-10,86.386,10.3,0.245,0.298,640115.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48602,MEX,North America,Mexico,2021-02-09,83.284,13.193,0.259,0.306,,128.932753,66.444,29.3,17336.469,1.38,75.05
48601,MEX,North America,Mexico,2021-02-08,30.0,4.118,0.286,0.316,638391.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48600,MEX,North America,Mexico,2021-02-07,47.04,3.211,0.047,0.322,637681.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48599,MEX,North America,Mexico,2021-02-06,102.449,11.603,0.131,0.325,637098.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48598,MEX,North America,Mexico,2021-02-05,206.511,23.656,0.274,0.326,636070.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48597,MEX,North America,Mexico,2021-02-04,0.0,0.0,0.281,0.329,634346.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48596,MEX,North America,Mexico,2021-02-03,94.258,13.239,0.29,0.332,632439.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48595,MEX,North America,Mexico,2021-02-02,34.002,3.358,0.313,0.332,631791.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48594,MEX,North America,Mexico,2021-02-01,42.255,4.374,0.088,0.338,631747.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48593,MEX,North America,Mexico,2021-01-31,54.525,3.583,0.057,0.342,631485.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48592,MEX,North America,Mexico,2021-01-30,118.953,11.595,0.162,0.343,631298.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48591,MEX,North America,Mexico,2021-01-29,126.996,11.122,0.312,0.347,630820.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48590,MEX,North America,Mexico,2021-01-28,144.804,11.681,0.339,0.354,626528.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48589,MEX,North America,Mexico,2021-01-27,139.173,12.588,0.359,0.363,624730.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48588,MEX,North America,Mexico,2021-01-26,133.131,13.519,0.367,0.372,621005.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48587,MEX,North America,Mexico,2021-01-25,66.089,5.111,0.37,0.377,616390.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48586,MEX,North America,Mexico,2021-01-24,84.323,4.111,0.073,0.381,604441.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48585,MEX,North America,Mexico,2021-01-23,155.562,11.401,0.184,0.382,596296.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48584,MEX,North America,Mexico,2021-01-22,162.93,11.169,0.357,0.385,594725.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48583,MEX,North America,Mexico,2021-01-21,173.261,13.984,0.352,0.391,534317.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48582,MEX,North America,Mexico,2021-01-20,159.37,11.936,0.359,0.395,489628.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48581,MEX,North America,Mexico,2021-01-19,146.542,12.285,0.379,0.4,488513.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48580,MEX,North America,Mexico,2021-01-18,62.622,4.219,0.377,0.405,485983.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48579,MEX,North America,Mexico,2021-01-17,86.634,3.591,0.075,0.411,468708.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48578,MEX,North America,Mexico,2021-01-16,159.176,9.455,0.181,0.412,461025.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48577,MEX,North America,Mexico,2021-01-15,165.714,8.578,0.346,0.415,415417.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48576,MEX,North America,Mexico,2021-01-14,127.725,7.748,0.36,0.42,329983.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48575,MEX,North America,Mexico,2021-01-13,123.111,9.579,0.353,0.424,192567.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48574,MEX,North America,Mexico,2021-01-12,111.647,10.191,0.361,0.428,92879.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48573,MEX,North America,Mexico,2021-01-11,58.899,5.134,0.377,0.429,87060.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48572,MEX,North America,Mexico,2021-01-10,77.583,3.894,0.078,0.428,81300.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48571,MEX,North America,Mexico,2021-01-09,124.91,8.803,0.173,0.428,74794.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48570,MEX,North America,Mexico,2021-01-08,111.391,8.051,0.34,0.429,67468.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48569,MEX,North America,Mexico,2021-01-07,106.521,8.097,0.349,0.435,58402.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48568,MEX,North America,Mexico,2021-01-06,103.504,9.036,0.336,0.432,53185.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48567,MEX,North America,Mexico,2021-01-05,87.418,8.26,0.34,0.422,48236.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48566,MEX,North America,Mexico,2021-01-04,50.135,4.219,0.332,0.416,43960.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48565,MEX,North America,Mexico,2021-01-03,40.416,2.808,0.073,0.41,,128.932753,66.444,29.3,17336.469,1.38,75.05
48564,MEX,North America,Mexico,2021-01-02,49.32,2.668,0.115,0.41,,128.932753,66.444,29.3,17336.469,1.38,75.05
48563,MEX,North America,Mexico,2021-01-01,86.022,5.429,0.046,0.409,,128.932753,66.444,29.3,17336.469,1.38,75.05
48562,MEX,North America,Mexico,2020-12-31,94.305,7.058,0.238,0.408,,128.932753,66.444,29.3,17336.469,1.38,75.05
48561,MEX,North America,Mexico,2020-12-30,96.221,8.159,0.302,0.408,24998.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48560,MEX,North America,Mexico,2020-12-29,93.84,7.678,0.314,0.407,18529.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48559,MEX,North America,Mexico,2020-12-28,46.505,3.327,0.313,0.405,9579.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48558,MEX,North America,Mexico,2020-12-27,48.219,3.102,0.06,0.403,6824.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48557,MEX,North America,Mexico,2020-12-26,38.578,1.466,0.098,0.401,,128.932753,66.444,29.3,17336.469,1.38,75.05
48556,MEX,North America,Mexico,2020-12-25,75.07,5.158,0.037,0.393,,128.932753,66.444,29.3,17336.469,1.38,75.05
48555,MEX,North America,Mexico,2020-12-24,96.833,6.678,0.207,0.385,2924.0,128.932753,66.444,29.3,17336.469,1.38,75.05
48554,MEX,North America,Mexico,2020-12-23,90.38,6.329,0.27,0.386,,128.932753,66.444,29.3,17336.469,1.38,75.05
48553,MEX,North America,Mexico,2020-12-22,97.035,6.957,0.278,0.392,,128.932753,66.444,29.3,17336.469,1.38,75.05
48552,MEX,North America,Mexico,2020-12-21,41.65,3.071,0.289,0.397,,128.932753,66.444,29.3,17336.469,1.38,75.05
48551,MEX,North America,Mexico,2020-12-20,53.284,2.528,0.054,0.402,,128.932753,66.444,29.3,17336.469,1.38,75.05
48550,MEX,North America,Mexico,2020-12-19,94.072,4.863,0.135,0.4,,128.932753,66.444,29.3,17336.469,1.38,75.05
48549,MEX,North America,Mexico,2020-12-18,94.995,5.91,0.261,0.405,,128.932753,66.444,29.3,17336.469,1.38,75.05
48548,MEX,North America,Mexico,2020-12-17,91.513,5.569,0.254,0.407,,128.932753,66.444,29.3,17336.469,1.38,75.05
48547,MEX,North America,Mexico,2020-12-16,79.863,5.197,0.257,0.405,,128.932753,66.444,29.3,17336.469,1.38,75.05
48546,MEX,North America,Mexico,2020-12-15,87.084,6.213,0.262,0.402,,128.932753,66.444,29.3,17336.469,1.38,75.05
48545,MEX,North America,Mexico,2020-12-14,45.993,2.676,0.269,0.401,,128.932753,66.444,29.3,17336.469,1.38,75.05
48544,MEX,North America,Mexico,2020-12-13,66.763,1.931,0.05,0.4,,128.932753,66.444,29.3,17336.469,1.38,75.05
48543,MEX,North America,Mexico,2020-12-12,93.514,5.313,0.122,0.4,,128.932753,66.444,29.3,17336.469,1.38,75.05
48542,MEX,North America,Mexico,2020-12-11,95.034,5.375,0.254,0.396,,128.932753,66.444,29.3,17336.469,1.38,75.05
48541,MEX,North America,Mexico,2020-12-10,92.273,5.204,0.261,0.394,,128.932753,66.444,29.3,17336.469,1.38,75.05
48540,MEX,North America,Mexico,2020-12-09,92.87,6.057,0.248,0.394,,128.932753,66.444,29.3,17336.469,1.38,75.05
48539,MEX,North America,Mexico,2020-12-08,85.362,6.205,0.246,0.394,,128.932753,66.444,29.3,17336.469,1.38,75.05
48538,MEX,North America,Mexico,2020-12-07,49.631,2.769,0.251,0.393,,128.932753,66.444,29.3,17336.469,1.38,75.05
48537,MEX,North America,Mexico,2020-12-06,57.821,2.024,0.046,0.394,,128.932753,66.444,29.3,17336.469,1.38,75.05
48536,MEX,North America,Mexico,2020-12-05,90.163,4.599,0.119,0.394,,128.932753,66.444,29.3,17336.469,1.38,75.05
48535,MEX,North America,Mexico,2020-12-04,94.057,5.352,0.229,0.397,,128.932753,66.444,29.3,17336.469,1.38,75.05
48534,MEX,North America,Mexico,2020-12-03,85.548,4.716,0.232,0.405,,128.932753,66.444,29.3,17336.469,1.38,75.05
48533,MEX,North America,Mexico,2020-12-02,87.263,6.205,0.227,0.413,,128.932753,66.444,29.3,17336.469,1.38,75.05
48532,MEX,North America,Mexico,2020-12-01,68.4,6.399,0.222,0.417,,128.932753,66.444,29.3,17336.469,1.38,75.05
48531,MEX,North America,Mexico,2020-11-30,50.197,2.21,0.206,0.421,,128.932753,66.444,29.3,17336.469,1.38,75.05
48530,MEX,North America,Mexico,2020-11-29,43.961,1.52,0.045,0.429,,128.932753,66.444,29.3,17336.469,1.38,75.05
48529,MEX,North America,Mexico,2020-11-28,83.206,4.545,0.086,0.429,,128.932753,66.444,29.3,17336.469,1.38,75.05
48528,MEX,North America,Mexico,2020-11-27,93.7,4.894,0.18,0.429,,128.932753,66.444,29.3,17336.469,1.38,75.05
48527,MEX,North America,Mexico,2020-11-26,62.878,5.003,0.181,0.432,,128.932753,66.444,29.3,17336.469,1.38,75.05
48526,MEX,North America,Mexico,2020-11-25,80.158,6.655,0.18,0.441,,128.932753,66.444,29.3,17336.469,1.38,75.05
48525,MEX,North America,Mexico,2020-11-24,83.718,6.306,0.188,0.45,,128.932753,66.444,29.3,17336.469,1.38,75.05
48524,MEX,North America,Mexico,2020-11-23,58.038,1.939,0.176,0.456,,128.932753,66.444,29.3,17336.469,1.38,75.05
48523,MEX,North America,Mexico,2020-11-22,71.254,2.35,0.041,0.462,,128.932753,66.444,29.3,17336.469,1.38,75.05
48522,MEX,North America,Mexico,2020-11-21,52.112,4.266,0.074,0.463,,128.932753,66.444,29.3,17336.469,1.38,75.05
48521,MEX,North America,Mexico,2020-11-20,49.84,5.577,0.149,0.467,,128.932753,66.444,29.3,17336.469,1.38,75.05
48520,MEX,North America,Mexico,2020-11-19,34.685,4.467,0.136,0.466,,128.932753,66.444,29.3,17336.469,1.38,75.05
48519,MEX,North America,Mexico,2020-11-18,30.388,3.894,0.148,0.461,,128.932753,66.444,29.3,17336.469,1.38,75.05
48518,MEX,North America,Mexico,2020-11-17,13.627,1.28,0.163,0.459,,128.932753,66.444,29.3,17336.469,1.38,75.05
48517,MEX,North America,Mexico,2020-11-16,22.291,2.474,0.046,0.458,,128.932753,66.444,29.3,17336.469,1.38,75.05
48516,MEX,North America,Mexico,2020-11-15,25.354,2.195,0.037,0.451,,128.932753,66.444,29.3,17336.469,1.38,75.05
48515,MEX,North America,Mexico,2020-11-14,45.45,4.925,0.062,0.451,,128.932753,66.444,29.3,17336.469,1.38,75.05
48514,MEX,North America,Mexico,2020-11-13,43.108,4.405,0.137,0.452,,128.932753,66.444,29.3,17336.469,1.38,75.05
48513,MEX,North America,Mexico,2020-11-12,43.883,4.855,0.142,0.452,,128.932753,66.444,29.3,17336.469,1.38,75.05
48512,MEX,North America,Mexico,2020-11-11,59.302,4.561,0.146,0.446,,128.932753,66.444,29.3,17336.469,1.38,75.05
48511,MEX,North America,Mexico,2020-11-10,44.566,4.785,0.153,0.442,,128.932753,66.444,29.3,17336.469,1.38,75.05
48510,MEX,North America,Mexico,2020-11-09,38.47,1.536,0.155,0.438,,128.932753,66.444,29.3,17336.469,1.38,75.05
48509,MEX,North America,Mexico,2020-11-08,45.659,1.699,0.036,0.443,,128.932753,66.444,29.3,17336.469,1.38,75.05
48508,MEX,North America,Mexico,2020-11-07,52.818,3.762,0.055,0.441,,128.932753,66.444,29.3,17336.469,1.38,75.05
48507,MEX,North America,Mexico,2020-11-06,46.001,4.274,0.129,0.437,,128.932753,66.444,29.3,17336.469,1.38,75.05
48506,MEX,North America,Mexico,2020-11-05,43.178,4.219,0.141,0.432,,128.932753,66.444,29.3,17336.469,1.38,75.05
48505,MEX,North America,Mexico,2020-11-04,40.525,4.925,0.141,0.424,,128.932753,66.444,29.3,17336.469,1.38,75.05
48504,MEX,North America,Mexico,2020-11-03,40.719,3.824,0.147,0.414,,128.932753,66.444,29.3,17336.469,1.38,75.05
48503,MEX,North America,Mexico,2020-11-02,29.186,1.59,0.079,0.407,,128.932753,66.444,29.3,17336.469,1.38,75.05
48502,MEX,North America,Mexico,2020-11-01,34.359,1.101,0.032,0.399,,128.932753,66.444,29.3,17336.469,1.38,75.05
48501,MEX,North America,Mexico,2020-10-31,47.707,3.599,0.051,0.399,,128.932753,66.444,29.3,17336.469,1.38,75.05
48500,MEX,North America,Mexico,2020-10-30,46.536,4.002,0.124,0.4,,128.932753,66.444,29.3,17336.469,1.38,75.05
48499,MEX,North America,Mexico,2020-10-29,46.133,3.599,0.143,0.401,,128.932753,66.444,29.3,17336.469,1.38,75.05
48498,MEX,North America,Mexico,2020-10-28,43.395,3.839,0.149,0.404,,128.932753,66.444,29.3,17336.469,1.38,75.05
48497,MEX,North America,Mexico,2020-10-27,46.086,4.987,0.157,0.409,,128.932753,66.444,29.3,17336.469,1.38,75.05
48496,MEX,North America,Mexico,2020-10-26,32.311,1.916,0.157,0.417,,128.932753,66.444,29.3,17336.469,1.38,75.05
48495,MEX,North America,Mexico,2020-10-25,33.816,1.404,0.039,0.421,,128.932753,66.444,29.3,17336.469,1.38,75.05
48494,MEX,North America,Mexico,2020-10-24,46.73,3.343,0.058,0.421,,128.932753,66.444,29.3,17336.469,1.38,75.05
48493,MEX,North America,Mexico,2020-10-23,51.22,6.957,0.14,0.422,,128.932753,66.444,29.3,17336.469,1.38,75.05
48492,MEX,North America,Mexico,2020-10-22,51.283,0.0,0.143,0.425,,128.932753,66.444,29.3,17336.469,1.38,75.05
48491,MEX,North America,Mexico,2020-10-21,53.09,4.049,0.144,0.433,,128.932753,66.444,29.3,17336.469,1.38,75.05
48490,MEX,North America,Mexico,2020-10-20,44.892,4.305,0.15,0.437,,128.932753,66.444,29.3,17336.469,1.38,75.05
48489,MEX,North America,Mexico,2020-10-19,28.689,1.326,0.145,0.436,,128.932753,66.444,29.3,17336.469,1.38,75.05
48488,MEX,North America,Mexico,2020-10-18,31.947,0.838,0.036,0.436,,128.932753,66.444,29.3,17336.469,1.38,75.05
48487,MEX,North America,Mexico,2020-10-17,42.247,2.753,0.054,0.436,,128.932753,66.444,29.3,17336.469,1.38,75.05
48486,MEX,North America,Mexico,2020-10-16,52.361,3.25,0.122,0.436,,128.932753,66.444,29.3,17336.469,1.38,75.05
48485,MEX,North America,Mexico,2020-10-15,42.766,3.002,0.114,0.436,,128.932753,66.444,29.3,17336.469,1.38,75.05
48484,MEX,North America,Mexico,2020-10-14,31.458,3.707,0.121,0.43,,128.932753,66.444,29.3,17336.469,1.38,75.05
48483,MEX,North America,Mexico,2020-10-13,33.312,3.684,0.13,0.427,,128.932753,66.444,29.3,17336.469,1.38,75.05
48482,MEX,North America,Mexico,2020-10-12,27.472,1.272,0.119,0.423,,128.932753,66.444,29.3,17336.469,1.38,75.05
48481,MEX,North America,Mexico,2020-10-11,24.625,1.078,0.033,0.421,,128.932753,66.444,29.3,17336.469,1.38,75.05
48480,MEX,North America,Mexico,2020-10-10,33.413,1.125,0.048,0.419,,128.932753,66.444,29.3,17336.469,1.38,75.05
48479,MEX,North America,Mexico,2020-10-09,42.906,3.11,0.105,0.414,,128.932753,66.444,29.3,17336.469,1.38,75.05
48478,MEX,North America,Mexico,2020-10-08,41.107,2.87,0.107,0.407,,128.932753,66.444,29.3,17336.469,1.38,75.05
48477,MEX,North America,Mexico,2020-10-07,35.522,2.932,0.112,0.404,,128.932753,66.444,29.3,17336.469,1.38,75.05
48476,MEX,North America,Mexico,2020-10-06,37.446,3.653,0.115,0.4,,128.932753,66.444,29.3,17336.469,1.38,75.05
48475,MEX,North America,Mexico,2020-10-05,218.059,21.631,0.106,0.398,,128.932753,66.444,29.3,17336.469,1.38,75.05
48474,MEX,North America,Mexico,2020-10-04,28.79,1.613,0.029,0.394,,128.932753,66.444,29.3,17336.469,1.38,75.05
48473,MEX,North America,Mexico,2020-10-03,37.717,3.009,0.045,0.395,,128.932753,66.444,29.3,17336.469,1.38,75.05
48472,MEX,North America,Mexico,2020-10-02,37.035,3.211,0.104,0.395,,128.932753,66.444,29.3,17336.469,1.38,75.05
48471,MEX,North America,Mexico,2020-10-01,39.548,3.351,0.106,0.395,,128.932753,66.444,29.3,17336.469,1.38,75.05
48470,MEX,North America,Mexico,2020-09-30,39.191,3.746,0.113,0.396,,128.932753,66.444,29.3,17336.469,1.38,75.05
48469,MEX,North America,Mexico,2020-09-29,34.483,4.343,0.119,0.398,,128.932753,66.444,29.3,17336.469,1.38,75.05
48468,MEX,North America,Mexico,2020-09-28,26.37,1.342,0.118,0.401,,128.932753,66.444,29.3,17336.469,1.38,75.05
48467,MEX,North America,Mexico,2020-09-27,30.14,1.45,0.03,0.403,,128.932753,66.444,29.3,17336.469,1.38,75.05
48466,MEX,North America,Mexico,2020-09-26,43.224,3.095,0.049,0.403,,128.932753,66.444,29.3,17336.469,1.38,75.05
48465,MEX,North America,Mexico,2020-09-25,41.89,3.141,0.109,0.405,,128.932753,66.444,29.3,17336.469,1.38,75.05
48464,MEX,North America,Mexico,2020-09-24,41.944,3.8,0.108,0.406,,128.932753,66.444,29.3,17336.469,1.38,75.05
48463,MEX,North America,Mexico,2020-09-23,37.12,4.661,0.114,0.411,,128.932753,66.444,29.3,17336.469,1.38,75.05
48462,MEX,North America,Mexico,2020-09-22,36.321,5.049,0.119,0.419,,128.932753,66.444,29.3,17336.469,1.38,75.05
48461,MEX,North America,Mexico,2020-09-21,22.624,1.582,0.115,0.417,,128.932753,66.444,29.3,17336.469,1.38,75.05
48460,MEX,North America,Mexico,2020-09-20,27.472,1.823,0.03,0.415,,128.932753,66.444,29.3,17336.469,1.38,75.05
48459,MEX,North America,Mexico,2020-09-19,40.075,3.529,0.049,0.415,,128.932753,66.444,29.3,17336.469,1.38,75.05
48458,MEX,North America,Mexico,2020-09-18,37.547,4.84,0.114,0.415,,128.932753,66.444,29.3,17336.469,1.38,75.05
48457,MEX,North America,Mexico,2020-09-17,24.68,1.559,0.119,0.415,,128.932753,66.444,29.3,17336.469,1.38,75.05
48456,MEX,North America,Mexico,2020-09-16,34.468,2.327,0.036,0.406,,128.932753,66.444,29.3,17336.469,1.38,75.05
48455,MEX,North America,Mexico,2020-09-15,37.004,4.879,0.088,0.399,,128.932753,66.444,29.3,17336.469,1.38,75.05
48454,MEX,North America,Mexico,2020-09-14,25.866,1.768,0.117,0.404,,128.932753,66.444,29.3,17336.469,1.38,75.05
48453,MEX,North America,Mexico,2020-09-13,34.188,1.683,0.03,0.405,,128.932753,66.444,29.3,17336.469,1.38,75.05
48452,MEX,North America,Mexico,2020-09-12,44.007,3.265,0.05,0.406,,128.932753,66.444,29.3,17336.469,1.38,75.05
48451,MEX,North America,Mexico,2020-09-11,46.032,4.142,0.111,0.405,,128.932753,66.444,29.3,17336.469,1.38,75.05
48450,MEX,North America,Mexico,2020-09-10,39.113,4.654,0.117,0.407,,128.932753,66.444,29.3,17336.469,1.38,75.05
48449,MEX,North America,Mexico,2020-09-09,34.599,4.382,0.12,0.41,,128.932753,66.444,29.3,17336.469,1.38,75.05
48448,MEX,North America,Mexico,2020-09-08,41.502,5.452,0.124,0.416,,128.932753,66.444,29.3,17336.469,1.38,75.05
48447,MEX,North America,Mexico,2020-09-07,27.037,1.73,0.118,0.42,,128.932753,66.444,29.3,17336.469,1.38,75.05
48446,MEX,North America,Mexico,2020-09-06,35.786,1.799,0.032,0.425,,128.932753,66.444,29.3,17336.469,1.38,75.05
