,iso_code,continent,location,Date ,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand,positive_rate,people_vaccinated,population,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy
10468,BRA,South America,Brazil,2021-04-29,326.445,14.118,,,28778338.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10467,BRA,South America,Brazil,2021-04-28,375.076,14.881,,,28312000.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10466,BRA,South America,Brazil,2021-04-27,339.387,14.518,,,27920546.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10465,BRA,South America,Brazil,2021-04-26,134.72,5.359,,,27345796.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10464,BRA,South America,Brazil,2021-04-25,153.237,6.139,,,26873143.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10463,BRA,South America,Brazil,2021-04-24,334.669,14.471,,,26687711.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10462,BRA,South America,Brazil,2021-04-23,325.109,13.709,,,26398005.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10461,BRA,South America,Brazil,2021-04-22,212.543,9.536,,,25340967.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10460,BRA,South America,Brazil,2021-04-21,375.043,16.334,,,24918188.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10459,BRA,South America,Brazil,2021-04-20,326.408,15.624,,,24805515.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10458,BRA,South America,Brazil,2021-04-19,144.073,6.337,,,24776701.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10457,BRA,South America,Brazil,2021-04-18,202.202,7.795,,,24350046.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10456,BRA,South America,Brazil,2021-04-17,318.198,13.78,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10455,BRA,South America,Brazil,2021-04-16,403.53,15.549,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10454,BRA,South America,Brazil,2021-04-15,344.252,16.748,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10453,BRA,South America,Brazil,2021-04-14,345.847,16.273,,,24197321.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10452,BRA,South America,Brazil,2021-04-13,386.65,17.915,,,23602070.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10451,BRA,South America,Brazil,2021-04-12,168.353,6.963,,,21080623.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10450,BRA,South America,Brazil,2021-04-11,174.149,8.482,,,20654434.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10449,BRA,South America,Brazil,2021-04-10,337.938,12.307,,,20513828.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10448,BRA,South America,Brazil,2021-04-09,439.016,17.374,,,19886870.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10447,BRA,South America,Brazil,2021-04-08,407.66,19.99,,,19386057.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10446,BRA,South America,Brazil,2021-04-07,435.761,18.014,,,18859274.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10445,BRA,South America,Brazil,2021-04-06,409.199,19.736,,,17791338.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10444,BRA,South America,Brazil,2021-04-05,134.762,6.205,,,17128933.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10443,BRA,South America,Brazil,2021-04-04,147.531,5.834,,,16472281.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10442,BRA,South America,Brazil,2021-04-03,204.719,9.348,,,16377083.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10441,BRA,South America,Brazil,2021-04-02,330.439,13.747,,,16099532.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10440,BRA,South America,Brazil,2021-04-01,428.572,17.732,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10439,BRA,South America,Brazil,2021-03-31,426.413,18.202,,,14921376.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10438,BRA,South America,Brazil,2021-03-30,397.508,17.783,,,14112509.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10437,BRA,South America,Brazil,2021-03-29,183.135,7.81,,,13988029.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10436,BRA,South America,Brazil,2021-03-28,208.535,7.791,,,13659406.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10435,BRA,South America,Brazil,2021-03-27,404.348,16.174,,,13487207.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10434,BRA,South America,Brazil,2021-03-26,396.336,17.172,,,13053114.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10433,BRA,South America,Brazil,2021-03-25,471.2,13.065,,,12639545.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10432,BRA,South America,Brazil,2021-03-24,423.373,9.451,,,12148769.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10431,BRA,South America,Brazil,2021-03-23,388.094,15.295,,,11559487.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10430,BRA,South America,Brazil,2021-03-22,231.902,6.506,,,10609471.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10429,BRA,South America,Brazil,2021-03-21,224.756,6.069,,,10168973.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10428,BRA,South America,Brazil,2021-03-20,371.985,11.47,,,10099070.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10427,BRA,South America,Brazil,2021-03-19,426.093,13.243,,,9970231.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10426,BRA,South America,Brazil,2021-03-18,409.213,12.815,,,9709526.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10425,BRA,South America,Brazil,2021-03-17,424.837,12.458,,,9451188.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10424,BRA,South America,Brazil,2021-03-16,394.835,13.366,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10423,BRA,South America,Brazil,2021-03-15,170.489,4.973,,,8919356.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10422,BRA,South America,Brazil,2021-03-14,206.116,5.302,,,8561847.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10421,BRA,South America,Brazil,2021-03-13,358.385,9.395,,,8512960.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10420,BRA,South America,Brazil,2021-03-12,403.007,10.425,,,8360366.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10419,BRA,South America,Brazil,2021-03-11,354.781,10.505,,,8092244.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10418,BRA,South America,Brazil,2021-03-10,375.782,10.755,,,7851531.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10417,BRA,South America,Brazil,2021-03-09,332.914,9.277,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10416,BRA,South America,Brazil,2021-03-08,152.056,4.643,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10415,BRA,South America,Brazil,2021-03-07,378.755,5.109,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10414,BRA,South America,Brazil,2021-03-06,327.48,7.316,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10413,BRA,South America,Brazil,2021-03-05,355.171,8.468,,,7701146.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10412,BRA,South America,Brazil,2021-03-04,353.322,7.993,,,7417852.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10411,BRA,South America,Brazil,2021-03-03,337.336,8.986,,,7114219.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10410,BRA,South America,Brazil,2021-03-02,281.921,7.72,,,6806293.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10409,BRA,South America,Brazil,2021-03-01,168.151,3.66,,,6542206.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10408,BRA,South America,Brazil,2021-02-28,160.082,3.392,,,6518628.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10407,BRA,South America,Brazil,2021-02-27,289.811,6.521,,,6437836.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10406,BRA,South America,Brazil,2021-02-26,306.592,6.29,,,6346769.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10405,BRA,South America,Brazil,2021-02-25,310.492,7.25,,,6202055.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10404,BRA,South America,Brazil,2021-02-24,313.268,6.718,,,6116082.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10403,BRA,South America,Brazil,2021-02-23,295.047,6.521,,,6002873.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10402,BRA,South America,Brazil,2021-02-22,126.957,3.006,,,5857080.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10401,BRA,South America,Brazil,2021-02-21,136.555,2.479,,,5817908.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10400,BRA,South America,Brazil,2021-02-20,258.469,5.834,,,5756361.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10399,BRA,South America,Brazil,2021-02-19,252.08,6.022,,,5640483.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10398,BRA,South America,Brazil,2021-02-18,244.068,6.431,,,5482925.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10397,BRA,South America,Brazil,2021-02-17,267.059,5.41,,,5326007.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10396,BRA,South America,Brazil,2021-02-16,260.026,5.49,,,5324317.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10395,BRA,South America,Brazil,2021-02-15,151.473,2.484,,,5076110.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10394,BRA,South America,Brazil,2021-02-14,116.48,3.354,,,5042713.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10393,BRA,South America,Brazil,2021-02-13,208.408,4.907,,,4946738.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10392,BRA,South America,Brazil,2021-02-12,242.502,6.059,,,4586270.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10391,BRA,South America,Brazil,2021-02-11,257.537,6.356,,,4326075.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10390,BRA,South America,Brazil,2021-02-10,280.402,6.257,,,4069677.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10389,BRA,South America,Brazil,2021-02-09,352.49,9.343,,,3786591.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10388,BRA,South America,Brazil,2021-02-08,0.0,0.0,,,3579850.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10387,BRA,South America,Brazil,2021-02-07,364.486,7.057,,,3534004.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10386,BRA,South America,Brazil,2021-02-06,0.0,0.0,,,3399421.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10385,BRA,South America,Brazil,2021-02-05,239.331,5.829,,,3074906.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10384,BRA,South America,Brazil,2021-02-04,267.563,5.796,,,3073057.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10383,BRA,South America,Brazil,2021-02-03,263.465,5.9,,,2521704.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10382,BRA,South America,Brazil,2021-02-02,254.498,5.693,,,2292551.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10381,BRA,South America,Brazil,2021-02-01,115.69,2.799,,,2107624.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10380,BRA,South America,Brazil,2021-01-31,130.58,2.63,,,2046523.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10379,BRA,South America,Brazil,2021-01-30,275.038,6.017,,,1923813.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10378,BRA,South America,Brazil,2021-01-29,281.455,5.264,,,1656851.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10377,BRA,South America,Brazil,2021-01-28,290.794,6.521,,,1450900.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10376,BRA,South America,Brazil,2021-01-27,298.834,6.036,,,1129885.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10375,BRA,South America,Brazil,2021-01-26,291.509,5.711,,,848883.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10374,BRA,South America,Brazil,2021-01-25,126.158,2.95,,,700608.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10373,BRA,South America,Brazil,2021-01-24,133.247,2.785,,,604722.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10372,BRA,South America,Brazil,2021-01-23,293.254,5.655,,,537774.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10371,BRA,South America,Brazil,2021-01-22,266.053,5.156,,,245877.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10370,BRA,South America,Brazil,2021-01-21,278.129,6.191,,,136519.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10369,BRA,South America,Brazil,2021-01-20,302.904,6.304,,,28543.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10368,BRA,South America,Brazil,2021-01-19,292.125,5.608,,,11470.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10367,BRA,South America,Brazil,2021-01-18,111.362,2.126,,,1109.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10366,BRA,South America,Brazil,2021-01-17,155.439,2.592,,,112.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10365,BRA,South America,Brazil,2021-01-16,289.646,4.94,,,0.0,212.559409,25.04,33.5,14103.452,2.2,75.88
10364,BRA,South America,Brazil,2021-01-15,325.547,5.415,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10363,BRA,South America,Brazil,2021-01-14,318.772,5.321,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10362,BRA,South America,Brazil,2021-01-13,286.503,5.994,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10361,BRA,South America,Brazil,2021-01-12,301.21,5.222,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10360,BRA,South America,Brazil,2021-01-11,121.481,2.258,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10359,BRA,South America,Brazil,2021-01-10,140.158,2.206,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10358,BRA,South America,Brazil,2021-01-09,293.047,5.509,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10357,BRA,South America,Brazil,2021-01-08,244.802,4.526,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10356,BRA,South America,Brazil,2021-01-07,413.263,7.17,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10355,BRA,South America,Brazil,2021-01-06,298.411,5.843,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10354,BRA,South America,Brazil,2021-01-05,266.504,5.509,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10353,BRA,South America,Brazil,2021-01-04,94.12,2.555,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10352,BRA,South America,Brazil,2021-01-03,81.582,1.378,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10351,BRA,South America,Brazil,2021-01-02,74.459,1.477,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10350,BRA,South America,Brazil,2021-01-01,115.756,2.174,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10349,BRA,South America,Brazil,2020-12-31,267.092,5.053,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10348,BRA,South America,Brazil,2020-12-30,261.804,5.617,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10347,BRA,South America,Brazil,2020-12-29,276.243,5.227,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10346,BRA,South America,Brazil,2020-12-28,96.669,2.028,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10345,BRA,South America,Brazil,2020-12-27,86.936,1.618,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10344,BRA,South America,Brazil,2020-12-26,81.135,1.444,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10343,BRA,South America,Brazil,2020-12-25,115.803,2.381,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10342,BRA,South America,Brazil,2020-12-24,274.878,3.585,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10341,BRA,South America,Brazil,2020-12-23,219.684,4.521,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10340,BRA,South America,Brazil,2020-12-22,259.702,4.554,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10339,BRA,South America,Brazil,2020-12-21,117.704,2.479,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10338,BRA,South America,Brazil,2020-12-20,119.708,1.919,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10337,BRA,South America,Brazil,2020-12-19,236.061,3.321,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10336,BRA,South America,Brazil,2020-12-18,247.197,3.872,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10335,BRA,South America,Brazil,2020-12-17,328.501,5.137,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10334,BRA,South America,Brazil,2020-12-16,332.02,4.403,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10333,BRA,South America,Brazil,2020-12-15,201.774,4.535,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10332,BRA,South America,Brazil,2020-12-14,118.522,2.037,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10331,BRA,South America,Brazil,2020-12-13,102.677,1.313,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10330,BRA,South America,Brazil,2020-12-12,206.53,3.227,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10329,BRA,South America,Brazil,2020-12-11,256.06,3.161,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10328,BRA,South America,Brazil,2020-12-10,250.975,3.623,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10327,BRA,South America,Brazil,2020-12-09,251.473,3.933,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10326,BRA,South America,Brazil,2020-12-08,240.347,3.961,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10325,BRA,South America,Brazil,2020-12-07,95.837,1.769,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10324,BRA,South America,Brazil,2020-12-06,124.027,1.473,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10323,BRA,South America,Brazil,2020-12-05,203.28,3.124,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10322,BRA,South America,Brazil,2020-12-04,220.569,3.265,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10321,BRA,South America,Brazil,2020-12-03,237.27,3.552,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10320,BRA,South America,Brazil,2020-12-02,234.584,3.284,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10319,BRA,South America,Brazil,2020-12-01,239.505,3.279,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10318,BRA,South America,Brazil,2020-11-30,99.445,1.35,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10317,BRA,South America,Brazil,2020-11-29,115.111,1.28,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10316,BRA,South America,Brazil,2020-11-28,244.271,2.762,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10315,BRA,South America,Brazil,2020-11-27,160.567,2.418,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10314,BRA,South America,Brazil,2020-11-26,176.958,3.251,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10313,BRA,South America,Brazil,2020-11-25,225.339,3.077,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10312,BRA,South America,Brazil,2020-11-24,146.312,2.964,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10311,BRA,South America,Brazil,2020-11-23,76.247,1.421,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10310,BRA,South America,Brazil,2020-11-22,87.576,0.913,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10309,BRA,South America,Brazil,2020-11-21,153.472,1.769,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10308,BRA,South America,Brazil,2020-11-20,180.641,2.597,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10307,BRA,South America,Brazil,2020-11-19,168.979,2.851,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10306,BRA,South America,Brazil,2020-11-18,160.383,3.557,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10305,BRA,South America,Brazil,2020-11-17,166.043,3.223,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10304,BRA,South America,Brazil,2020-11-16,62.905,1.016,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10303,BRA,South America,Brazil,2020-11-15,66.494,0.659,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10302,BRA,South America,Brazil,2020-11-14,180.218,4.333,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10301,BRA,South America,Brazil,2020-11-13,136.762,2.145,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10300,BRA,South America,Brazil,2020-11-12,159.588,4.295,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10299,BRA,South America,Brazil,2020-11-11,228.901,2.663,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10298,BRA,South America,Brazil,2020-11-10,112.783,0.819,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10297,BRA,South America,Brazil,2020-11-09,51.36,1.087,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10296,BRA,South America,Brazil,2020-11-08,49.652,0.602,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10295,BRA,South America,Brazil,2020-11-07,105.288,1.195,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10294,BRA,South America,Brazil,2020-11-06,193.621,4.276,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10293,BRA,South America,Brazil,2020-11-05,0.0,0.0,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10292,BRA,South America,Brazil,2020-11-04,112.797,2.87,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10291,BRA,South America,Brazil,2020-11-03,55.716,1.143,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10290,BRA,South America,Brazil,2020-11-02,39.994,0.842,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10289,BRA,South America,Brazil,2020-11-01,47.516,0.894,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10288,BRA,South America,Brazil,2020-10-31,89.137,1.915,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10287,BRA,South America,Brazil,2020-10-30,104.827,2.39,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10286,BRA,South America,Brazil,2020-10-29,122.817,2.413,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10285,BRA,South America,Brazil,2020-10-28,134.687,2.399,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10284,BRA,South America,Brazil,2020-10-27,140.135,2.583,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10283,BRA,South America,Brazil,2020-10-26,73.984,1.237,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10282,BRA,South America,Brazil,2020-10-25,63.479,1.087,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10281,BRA,South America,Brazil,2020-10-24,126.925,2.032,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10280,BRA,South America,Brazil,2020-10-23,141.259,2.686,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10279,BRA,South America,Brazil,2020-10-22,116.946,2.338,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10278,BRA,South America,Brazil,2020-10-21,116.758,2.663,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10277,BRA,South America,Brazil,2020-10-20,109.273,3.11,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10276,BRA,South America,Brazil,2020-10-19,124.036,2.357,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10275,BRA,South America,Brazil,2020-10-18,0.0,0.0,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10274,BRA,South America,Brazil,2020-10-17,113.201,2.169,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10273,BRA,South America,Brazil,2020-10-16,145.437,3.547,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10272,BRA,South America,Brazil,2020-10-15,134.188,3.354,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10271,BRA,South America,Brazil,2020-10-14,128.129,3.524,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10270,BRA,South America,Brazil,2020-10-13,48.081,1.454,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10269,BRA,South America,Brazil,2020-10-12,39.655,0.946,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10268,BRA,South America,Brazil,2020-10-11,58.064,1.364,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10267,BRA,South America,Brazil,2020-10-10,125.842,2.63,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10266,BRA,South America,Brazil,2020-10-09,129.112,3.209,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10265,BRA,South America,Brazil,2020-10-08,130.552,3.43,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10264,BRA,South America,Brazil,2020-10-07,148.443,3.453,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10263,BRA,South America,Brazil,2020-10-06,197.15,3.853,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10262,BRA,South America,Brazil,2020-10-05,56.201,1.52,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10261,BRA,South America,Brazil,2020-10-04,39.782,1.717,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10260,BRA,South America,Brazil,2020-10-03,281.056,6.149,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10259,BRA,South America,Brazil,2020-10-02,0.0,0.0,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10258,BRA,South America,Brazil,2020-10-01,170.103,3.425,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10257,BRA,South America,Brazil,2020-09-30,157.194,4.85,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10256,BRA,South America,Brazil,2020-09-29,150.819,4.06,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10255,BRA,South America,Brazil,2020-09-28,61.889,1.491,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10254,BRA,South America,Brazil,2020-09-27,67.36,1.576,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
10253,BRA,South America,Brazil,2020-09-26,133.506,4.088,,,,212.559409,25.04,33.5,14103.452,2.2,75.88
