,iso_code,continent,location,date_,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand,positive_rate,people_vaccinated,population,population_density,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,day_num,school_closures,date
19635,DEU,Europe,Germany,10/20/2020,101.726,0.477,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,269,1,2020-10-20
23868,ESP,Europe,Spain,10/20/2020,296.718,4.663,2.821,0.098,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,263,3,2020-10-20
26348,FRA,Europe,France,10/20/2020,301.58,4.159,4.636,0.121,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,271,1,2020-10-20
37008,ITA,Europe,Italy,10/20/2020,179.799,1.472,2.394,0.068,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,264,1,2020-10-20
70214,SWE,Europe,Sweden,10/21/2020,96.542,1.089,2.373,0.038,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,264,1,2020-10-21
37009,ITA,Europe,Italy,10/21/2020,251.382,2.1,2.941,0.073,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,265,1,2020-10-21
19636,DEU,Europe,Germany,10/21/2020,147.176,0.346,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,270,1,2020-10-21
23869,ESP,Europe,Spain,10/21/2020,363.022,3.337,2.821,0.099,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,264,3,2020-10-21
26349,FRA,Europe,France,10/21/2020,405.866,2.487,4.763,0.128,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,272,1,2020-10-21
19637,DEU,Europe,Germany,10/22/2020,71.04,0.585,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,271,1,2020-10-22
26350,FRA,Europe,France,10/22/2020,604.062,2.279,5.144,0.135,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,273,1,2020-10-22
70215,SWE,Europe,Sweden,10/22/2020,159.814,0.099,2.373,0.041,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,265,1,2020-10-22
37010,ITA,Europe,Italy,10/22/2020,265.92,2.249,2.818,0.08,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,266,1,2020-10-22
23870,ESP,Europe,Spain,10/22/2020,448.852,3.315,2.821,0.103,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,265,1,2020-10-22
37011,ITA,Europe,Italy,10/23/2020,316.613,1.505,3.011,0.086,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,267,2,2020-10-23
19638,DEU,Europe,Germany,10/23/2020,160.842,0.215,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,272,1,2020-10-23
70216,SWE,Europe,Sweden,10/23/2020,160.903,0.297,2.373,0.045,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,266,1,2020-10-23
26351,FRA,Europe,France,10/23/2020,634.019,4.44,5.602,0.142,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,274,1,2020-10-23
23871,ESP,Europe,Spain,10/23/2020,424.577,4.941,2.821,0.105,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,266,1,2020-10-23
23872,ESP,Europe,Spain,10/24/2020,0.0,0.0,2.821,0.103,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,267,1,2020-10-24
26352,FRA,Europe,France,10/24/2020,669.955,2.013,2.4,0.145,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,275,1,2020-10-24
37012,ITA,Europe,Italy,10/24/2020,324.833,2.497,2.939,0.093,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,268,2,2020-10-24
70217,SWE,Europe,Sweden,10/24/2020,0.0,0.0,2.373,0.045,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,267,1,2020-10-24
19639,DEU,Europe,Germany,10/24/2020,124.821,0.68,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,273,1,2020-10-24
19640,DEU,Europe,Germany,10/25/2020,118.042,0.322,2.821,0.055,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,274,1,2020-10-25
26353,FRA,Europe,France,10/25/2020,97.922,-0.311,0.682,0.146,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,276,1,2020-10-25
37013,ITA,Europe,Italy,10/25/2020,351.842,2.117,2.677,0.1,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,269,2,2020-10-25
23873,ESP,Europe,Spain,10/25/2020,0.0,0.0,2.821,0.101,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,268,1,2020-10-25
70218,SWE,Europe,Sweden,10/25/2020,0.0,0.0,2.373,0.044,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,268,1,2020-10-25
19641,DEU,Europe,Germany,10/26/2020,149.909,0.346,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,275,1,2020-10-26
37014,ITA,Europe,Italy,10/26/2020,281.285,2.332,2.062,0.105,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,270,2,2020-10-26
26354,FRA,Europe,France,10/26/2020,1080.601,5.757,6.192,0.153,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,277,1,2020-10-26
70219,SWE,Europe,Sweden,10/26/2020,0.0,0.0,2.734,0.043,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,269,1,2020-10-26
23874,ESP,Europe,Spain,10/26/2020,1116.207,5.967,2.821,0.111,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,269,1,2020-10-26
70220,SWE,Europe,Sweden,10/27/2020,513.998,0.0,2.734,0.054,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,270,1,2020-10-27
26355,FRA,Europe,France,10/27/2020,510.359,7.83,5.569,0.157,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,278,1,2020-10-27
37015,ITA,Europe,Italy,10/27/2020,363.684,3.655,2.884,0.111,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,271,2,2020-10-27
19642,DEU,Europe,Germany,10/27/2020,157.083,0.358,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,276,1,2020-10-27
23875,ESP,Europe,Spain,10/27/2020,393.928,5.711,2.821,0.113,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,270,1,2020-10-27
70221,SWE,Europe,Sweden,10/28/2020,210.708,-0.594,2.734,0.059,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,271,1,2020-10-28
19643,DEU,Europe,Germany,10/28/2020,193.378,1.158,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,277,1,2020-10-28
26356,FRA,Europe,France,10/28/2020,555.767,3.833,5.446,0.159,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,279,1,2020-10-28
23876,ESP,Europe,Spain,10/28/2020,422.737,3.593,2.821,0.113,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,271,1,2020-10-28
37016,ITA,Europe,Italy,10/28/2020,413.286,3.391,3.291,0.118,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,272,2,2020-10-28
23877,ESP,Europe,Spain,10/29/2020,504.333,3.7,2.821,0.113,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,272,1,2020-10-29
70222,SWE,Europe,Sweden,10/29/2020,322.202,0.693,2.734,0.067,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,272,1,2020-10-29
19644,DEU,Europe,Germany,10/29/2020,223.587,1.038,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,278,1,2020-10-29
37017,ITA,Europe,Italy,10/29/2020,443.735,3.589,3.332,0.124,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,273,2,2020-10-29
26357,FRA,Europe,France,10/29/2020,689.891,3.434,5.581,0.159,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,280,1,2020-10-29
19645,DEU,Europe,Germany,10/30/2020,231.333,1.026,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,279,1,2020-10-30
37018,ITA,Europe,Italy,10/30/2020,514.027,3.291,3.557,0.13,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,274,2,2020-10-30
26358,FRA,Europe,France,10/30/2020,732.251,8.096,5.946,0.158,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,281,2,2020-10-30
70223,SWE,Europe,Sweden,10/30/2020,315.666,0.396,2.734,0.074,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,273,1,2020-10-30
23878,ESP,Europe,Spain,10/30/2020,547.431,5.112,2.821,0.118,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,273,1,2020-10-30
26359,FRA,Europe,France,10/31/2020,519.061,3.286,2.551,0.158,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,282,2,2020-10-31
23879,ESP,Europe,Spain,10/31/2020,0.0,0.0,2.821,0.119,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,274,1,2020-10-31
37019,ITA,Europe,Italy,10/31/2020,525.224,4.912,3.571,0.135,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,275,2,2020-10-31
70224,SWE,Europe,Sweden,10/31/2020,0.0,0.0,2.734,0.073,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,274,1,2020-10-31
19646,DEU,Europe,Germany,10/31/2020,167.741,1.098,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,280,1,2020-10-31
70225,SWE,Europe,Sweden,11/01/2020,0.0,0.0,2.734,0.071,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,275,1,2020-11-01
19647,DEU,Europe,Germany,11/01/2020,149.862,0.358,2.821,0.071,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,281,1,2020-11-01
37020,ITA,Europe,Italy,11/01/2020,494.61,3.44,3.034,0.14,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,276,2,2020-11-01
23880,ESP,Europe,Spain,11/01/2020,0.0,0.0,2.821,0.119,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,275,1,2020-11-01
26360,FRA,Europe,France,11/01/2020,683.483,3.419,0.676,0.158,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,283,2,2020-11-01
37021,ITA,Europe,Italy,11/02/2020,368.05,3.854,2.245,0.142,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,277,2,2020-11-02
23881,ESP,Europe,Spain,11/02/2020,1176.757,8.106,2.821,0.121,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,276,1,2020-11-02
19648,DEU,Europe,Germany,11/02/2020,301.394,1.862,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,282,1,2020-11-02
26361,FRA,Europe,France,11/02/2020,1570.224,6.335,6.454,0.157,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,284,2,2020-11-02
70226,SWE,Europe,Sweden,11/02/2020,0.0,0.0,3.309,0.069,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,276,1,2020-11-02
23882,ESP,Europe,Spain,11/03/2020,399.296,5.09,2.821,0.122,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,277,1,2020-11-03
19649,DEU,Europe,Germany,11/03/2020,89.91,0.573,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,283,1,2020-11-03
26362,FRA,Europe,France,11/03/2020,1074.548,18.93,5.671,0.156,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,285,2,2020-11-03
70227,SWE,Europe,Sweden,11/03/2020,1007.697,0.0,3.309,0.091,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,277,1,2020-11-03
37022,ITA,Europe,Italy,11/03/2020,467.088,5.838,3.015,0.146,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,278,2,2020-11-03
37023,ITA,Europe,Italy,11/04/2020,505.244,5.822,3.504,0.149,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,279,2,2020-11-04
23883,ESP,Europe,Spain,11/04/2020,535.603,34.713,2.821,0.127,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,278,1,2020-11-04
70228,SWE,Europe,Sweden,11/04/2020,316.657,5.842,3.309,0.094,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,278,1,2020-11-04
26363,FRA,Europe,France,11/04/2020,-681.958,-0.459,5.245,0.154,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,286,2,2020-11-04
19650,DEU,Europe,Germany,11/04/2020,375.728,2.769,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,284,1,2020-11-04
23884,ESP,Europe,Spain,11/05/2020,468.572,7.871,2.821,0.125,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,279,1,2020-11-05
70229,SWE,Europe,Sweden,11/05/2020,399.435,0.495,3.309,0.095,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,279,1,2020-11-05
19651,DEU,Europe,Germany,11/05/2020,269.276,1.922,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,285,1,2020-11-05
37024,ITA,Europe,Italy,11/05/2020,570.641,7.079,3.637,0.153,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,280,2,2020-11-05
26364,FRA,Europe,France,11/05/2020,855.571,5.239,5.455,0.15,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,287,2,2020-11-05
23885,ESP,Europe,Spain,11/06/2020,481.576,7.422,2.821,0.123,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,280,1,2020-11-06
19652,DEU,Europe,Germany,11/06/2020,272.367,1.552,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,286,1,2020-11-06
37025,ITA,Europe,Italy,11/06/2020,625.221,7.377,3.874,0.155,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,281,2,2020-11-06
70230,SWE,Europe,Sweden,11/06/2020,465.083,1.98,3.309,0.099,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,280,1,2020-11-06
26365,FRA,Europe,France,11/06/2020,902.134,12.27,5.576,0.145,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,288,2,2020-11-06
23886,ESP,Europe,Spain,11/07/2020,0.0,0.0,2.821,0.122,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,281,1,2020-11-07
70231,SWE,Europe,Sweden,11/07/2020,0.0,0.0,3.309,0.097,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,281,1,2020-11-07
37026,ITA,Europe,Italy,11/07/2020,658.415,7.029,3.832,0.159,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,282,2,2020-11-07
19653,DEU,Europe,Germany,11/07/2020,168.553,0.788,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,287,1,2020-11-07
26366,FRA,Europe,France,11/07/2020,1282.557,4.485,2.179,0.143,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,289,2,2020-11-07
37027,ITA,Europe,Italy,11/08/2020,539.415,5.475,3.161,0.16,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,283,2,2020-11-08
19654,DEU,Europe,Germany,11/08/2020,173.184,0.788,2.821,0.079,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,288,1,2020-11-08
70232,SWE,Europe,Sweden,11/08/2020,0.0,0.0,3.309,0.095,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,282,1,2020-11-08
26367,FRA,Europe,France,11/08/2020,570.746,3.996,0.515,0.142,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,290,2,2020-11-08
23887,ESP,Europe,Spain,11/08/2020,0.0,0.0,2.821,0.122,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,282,1,2020-11-08
70233,SWE,Europe,Sweden,11/09/2020,0.0,0.0,3.687,0.093,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,283,1,2020-11-09
23888,ESP,Europe,Spain,11/09/2020,1120.442,10.951,2.821,0.12,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,283,1,2020-11-09
26368,FRA,Europe,France,11/09/2020,317.091,8.288,5.781,0.135,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,291,2,2020-11-09
37028,ITA,Europe,Italy,11/09/2020,417.933,5.888,2.443,0.161,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,284,2,2020-11-09
19655,DEU,Europe,Germany,11/09/2020,77.843,0.43,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,289,1,2020-11-09
23889,ESP,Europe,Spain,11/10/2020,0.0,0.0,2.821,0.104,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,284,1,2020-11-10
70234,SWE,Europe,Sweden,11/10/2020,1562.39,0.0,3.687,0.115,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,284,1,2020-11-10
26369,FRA,Europe,France,11/10/2020,334.689,18.22,5.186,0.126,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,292,2,2020-11-10
37029,ITA,Europe,Italy,11/10/2020,580.366,9.593,3.602,0.162,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,285,2,2020-11-10
19656,DEU,Europe,Germany,11/10/2020,316.851,4.452,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,290,1,2020-11-10
26370,FRA,Europe,France,11/11/2020,538.835,4.855,0.75,0.121,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,293,2,2020-11-11
23890,ESP,Europe,Spain,11/11/2020,780.476,16.255,2.821,0.114,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,285,1,2020-11-11
19657,DEU,Europe,Germany,11/11/2020,267.366,2.542,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,291,1,2020-11-11
37030,ITA,Europe,Italy,11/11/2020,545.154,10.304,3.732,0.162,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,286,2,2020-11-11
70235,SWE,Europe,Sweden,11/11/2020,442.309,5.941,3.687,0.118,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,285,1,2020-11-11
26371,FRA,Europe,France,11/12/2020,482.918,6.142,5.336,0.116,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,294,2,2020-11-12
37031,ITA,Europe,Italy,11/12/2020,628.115,10.519,3.881,0.163,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,287,2,2020-11-12
23891,ESP,Europe,Spain,11/12/2020,417.305,7.614,2.821,0.111,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,286,1,2020-11-12
19658,DEU,Europe,Germany,11/12/2020,295.259,2.65,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,292,1,2020-11-12
70236,SWE,Europe,Sweden,11/12/2020,461.221,3.961,3.687,0.119,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,286,1,2020-11-12
23892,ESP,Europe,Spain,11/13/2020,457.087,6.588,2.821,0.112,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,287,1,2020-11-13
26372,FRA,Europe,France,11/13/2020,356.179,13.809,4.58,0.111,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,295,2,2020-11-13
70237,SWE,Europe,Sweden,11/13/2020,593.112,4.159,3.687,0.122,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,287,1,2020-11-13
19659,DEU,Europe,Germany,11/13/2020,265.695,2.244,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,293,1,2020-11-13
37032,ITA,Europe,Italy,11/13/2020,676.493,9.097,4.216,0.163,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,288,2,2020-11-13
19660,DEU,Europe,Germany,11/14/2020,174.735,1.277,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,294,1,2020-11-14
23893,ESP,Europe,Spain,11/14/2020,0.0,0.0,2.821,0.113,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,288,1,2020-11-14
26373,FRA,Europe,France,11/14/2020,472.987,5.225,1.71,0.108,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,296,2,2020-11-14
70238,SWE,Europe,Sweden,11/14/2020,0.0,0.0,3.687,0.12,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,288,1,2020-11-14
37033,ITA,Europe,Italy,11/14/2020,616.075,8.997,3.766,0.161,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,289,2,2020-11-14
37034,ITA,Europe,Italy,11/15/2020,561.958,9.03,3.23,0.162,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,290,2,2020-11-15
70239,SWE,Europe,Sweden,11/15/2020,0.0,0.0,3.687,0.119,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,289,1,2020-11-15
23894,ESP,Europe,Spain,11/15/2020,0.0,0.0,2.821,0.115,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,289,1,2020-11-15
26374,FRA,Europe,France,11/15/2020,402.461,4.485,0.393,0.108,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,297,2,2020-11-15
19661,DEU,Europe,Germany,11/15/2020,38.349,0.74,2.821,0.088,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,295,1,2020-11-15
19662,DEU,Europe,Germany,11/16/2020,174.019,3.103,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,296,1,2020-11-16
23895,ESP,Europe,Spain,11/16/2020,818.59,10.352,2.821,0.104,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,290,1,2020-11-16
37035,ITA,Europe,Italy,11/16/2020,452.385,8.336,2.525,0.163,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,291,2,2020-11-16
26375,FRA,Europe,France,11/16/2020,148.747,7.563,4.622,0.102,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,298,2,2020-11-16
70240,SWE,Europe,Sweden,11/16/2020,0.0,0.0,3.789,0.118,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,290,1,2020-11-16
37036,ITA,Europe,Italy,11/17/2020,532.419,12.09,3.448,0.162,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,292,2,2020-11-17
70241,SWE,Europe,Sweden,11/17/2020,1493.573,0.0,3.789,0.115,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,291,1,2020-11-17
26376,FRA,Europe,France,11/17/2020,674.943,18.146,3.827,0.097,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,299,2,2020-11-17
23896,ESP,Europe,Spain,11/17/2020,281.447,9.304,2.821,0.117,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,291,1,2020-11-17
19663,DEU,Europe,Germany,11/17/2020,313.079,3.64,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,297,1,2020-11-17
70242,SWE,Europe,Sweden,11/18/2020,396.761,15.546,3.789,0.113,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,292,1,2020-11-18
26377,FRA,Europe,France,11/18/2020,427.697,6.379,3.188,0.095,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,300,2,2020-11-18
23897,ESP,Europe,Spain,11/18/2020,327.624,7.507,2.821,0.099,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,292,1,2020-11-18
37037,ITA,Europe,Italy,11/18/2020,566.969,12.454,3.884,0.162,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,293,2,2020-11-18
19664,DEU,Europe,Germany,11/18/2020,283.193,3.008,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,298,1,2020-11-18
23898,ESP,Europe,Spain,11/19/2020,347.194,5.39,2.821,0.098,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,293,1,2020-11-19
26378,FRA,Europe,France,11/19/2020,306.908,6.172,3.508,0.09,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,301,2,2020-11-19
70243,SWE,Europe,Sweden,11/19/2020,456.37,1.881,3.789,0.112,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,293,1,2020-11-19
37038,ITA,Europe,Italy,11/19/2020,598.328,10.8,4.138,0.159,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,294,2,2020-11-19
19665,DEU,Europe,Germany,11/19/2020,286.94,3.246,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,299,1,2020-11-19
37039,ITA,Europe,Italy,11/20/2020,615.909,11.561,3.938,0.158,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,295,2,2020-11-20
23899,ESP,Europe,Spain,11/20/2020,324.159,7.015,2.821,0.093,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,294,1,2020-11-20
70244,SWE,Europe,Sweden,11/20/2020,716.883,6.535,3.789,0.116,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,294,1,2020-11-20
19666,DEU,Europe,Germany,11/20/2020,269.658,3.055,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,300,1,2020-11-20
26379,FRA,Europe,France,11/20/2020,344.324,16.888,3.656,0.084,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,302,2,2020-11-20
23900,ESP,Europe,Spain,11/21/2020,0.0,0.0,2.821,0.095,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,295,1,2020-11-21
70245,SWE,Europe,Sweden,11/21/2020,0.0,0.0,3.789,0.116,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,295,1,2020-11-21
19667,DEU,Europe,Germany,11/21/2020,165.569,1.707,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,301,1,2020-11-21
26380,FRA,Europe,France,11/21/2020,261.529,3.73,1.562,0.082,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,303,2,2020-11-21
37040,ITA,Europe,Italy,11/21/2020,574.974,11.445,3.924,0.156,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,296,2,2020-11-21
37041,ITA,Europe,Italy,11/22/2020,468.676,9.295,3.122,0.153,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,297,2,2020-11-22
26381,FRA,Europe,France,11/22/2020,194.334,3.167,0.364,0.081,5890888.0,67.564251,122.578,42.0,38605.671,5.98,82.66,304,2,2020-11-22
23901,ESP,Europe,Spain,11/22/2020,0.0,0.0,2.821,0.096,5890888.0,46.754783,93.105,45.5,34272.36,2.97,83.56,296,1,2020-11-22
19668,DEU,Europe,Germany,11/22/2020,52.242,1.17,2.821,0.094,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,302,1,2020-11-22
70246,SWE,Europe,Sweden,11/22/2020,0.0,0.0,3.789,0.116,5890888.0,10.09927,24.718,41.0,46949.283,2.22,82.8,296,1,2020-11-22
19669,DEU,Europe,Germany,11/23/2020,172.527,3.593,2.821,0.061,5890888.0,83.783945,237.016,46.6,45229.245,8.0,81.33,303,1,2020-11-23
37042,ITA,Europe,Italy,11/23/2020,379.198,10.42,2.463,0.15,5890888.0,60.461828,205.859,47.9,35220.084,3.18,83.51,298,2,2020-11-23
